date,All sectors; capital transfers paid,Domestic business; capital transfers paid,Domestic financial sectors; capital transfers paid,Property-casualty insurance companies; capital transfers paid, disaster-related insurance benefits,Domestic financial sectors; capital transfers paid, other than for disasters,Nonfinancial corporate business; capital transfers paid (includes disaster-related payments by BP to state and local governments),Nonfinancial noncorporate business; capital transfers paid,General government; capital transfers paid,Federal government; capital transfers paid,State and local governments; capital transfers received, investment grants from federal government,Federal government; capital transfers paid, disaster-related insurance benefits,Federal government; capital transfers paid to financial corporations under the financial stabilization program,Federal government; other capital transfers paid to business,Federal government; other capital transfers paid to households,Federal government; capital transfers paid to the rest of the world,State and local governments; capital transfers paid, disaster-related insurance benefits,State and local governments; capital transfers paid, disaster-related insurance benefits,Households and nonprofit organizations; capital transfers paid; estate and gift taxes,Federal government; capital transfers received, estate and gift taxes paid by persons,State and local governments; capital transfers received, estate and gift taxes paid by persons,Rest of the world; capital transfers paid,Rest of the world; capital transfers paid, disaster-related insurance benefits,Rest of the world; capital transfers paid, other than for disasters,All sectors; capital transfers received,Domestic business; capital transfers received,Domestic financial sectors; capital transfers received,Property-casualty insurance companies; capital transfers received, disaster-related insurance benefits,Domestic financial sectors; capital transfers received, other,Nonfinancial corporate business; capital transfers received,Nonfinancial corporate business; capital transfers received, disaster-related insurance benefits,Nonfinancial corporate business; capital transfers received, other,Nonfinancial noncorporate business; capital transfers received,Nonfinancial noncorporate business; capital transfers received, disaster-related insurance benefits,Nonfinancial noncorporate business; capital transfers received, other,General government; capital transfers received,Federal government; capital transfers received, total,Federal government; capital transfers received, estate and gift taxes paid by persons,Federal government; capital transfers received, other,State and local governments; capital transfers received,State and local governments; capital transfers received, disaster-related insurance benefits,State and local governments; capital transfers received, estate and gift taxes paid by persons,State and local governments; capital transfers received, investment grants from federal government,State and local governments; capital transfers received, other (includes disaster-related payments by BP to state and local governments for the 2010 Gulf oil spill),Households and nonprofit organizations; capital transfers received,Households and nonprofit organizations; capital transfers received, disaster-related insurance benefits,Households and nonprofit organizations; capital transfers received, other,Rest of the world; capital transfers received,Rest of the world; capital transfers received from U.S. government,Rest of the world; capital transfers received, disaster-related insurance benefits,Rest of the world; capital transfers received, other,Domestic business; net capital transfers paid,Domestic financial sectors; net capital transfers paid,Property-casualty insurance companies; net capital transfers paid,Life insurance companies; capital transfers paid, tax on foreign earnings retained abroad,U.S.-chartered depository institutions; net capital transfers paid,Government-sponsored enterprises; capital transfers received from the federal government,Finance companies; capital transfers paid, tax on foreign earnings retained abroad,Security brokers and dealers; capital transfers paid, tax on foreign earnings retained abroad,Holding companies; capital transfers received by GMAC from the federal government under the financial stabilization program,Other financial business; capital transfers received by AIG from the federal government under the financial stabilization program,Nonfinancial corporate business; net capital transfers paid,Nonfinancial noncorporate business; net capital transfers paid,General government; net capital transfers paid,Federal government; net capital transfers paid,State and local governments; net capital transfers paid,Households and nonprofit organizations; net capital transfers paid,Rest of the world; net capital transfers paid
1945:Q4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1980:Q2,25664,0,0,0,0,0,0,16948,16948,16536,0,0,284,0,128,0,0,8716,6484,2232,0,0,0,25664,284,0,0,0,284,0,284,0,0,0,25252,6484,6484,0,18768,0,2232,16536,0,0,0,0,128,128,0,0,-284,0,0,0,0,0,0,0,0,0,-284,0,-8304,10464,-18768,8716,-128
1980:Q3,25548,0,0,0,0,0,0,16252,16252,15916,0,0,204,0,132,0,0,9296,6964,2332,0,0,0,25548,204,0,0,0,204,0,204,0,0,0,25212,6964,6964,0,18248,0,2332,15916,0,0,0,0,132,132,0,0,-204,0,0,0,0,0,0,0,0,0,-204,0,-8960,9288,-18248,9296,-132
1980:Q4,26016,0,0,0,0,0,0,17084,17084,16628,0,0,324,0,132,0,0,8932,6576,2356,0,0,0,26016,324,0,0,0,324,0,324,0,0,0,25560,6576,6576,0,18984,0,2356,16628,0,0,0,0,132,132,0,0,-324,0,0,0,0,0,0,0,0,0,-324,0,-8476,10508,-18984,8932,-132
1981:Q1,25060,0,0,0,0,0,0,16408,16408,16092,0,0,188,0,128,0,0,8652,6348,2304,0,0,0,25060,188,0,0,0,188,0,188,0,0,0,24744,6348,6348,0,18396,0,2304,16092,0,0,0,0,128,128,0,0,-188,0,0,0,0,0,0,0,0,0,-188,0,-8336,10060,-18396,8652,-128
1981:Q2,25116,0,0,0,0,0,0,15992,15992,15716,0,0,156,0,120,0,0,9124,6724,2400,0,0,0,25116,156,0,0,0,156,0,156,0,0,0,24840,6724,6724,0,18116,0,2400,15716,0,0,0,0,120,120,0,0,-156,0,0,0,0,0,0,0,0,0,-156,0,-8848,9268,-18116,9124,-120
1981:Q3,24640,0,0,0,0,0,0,15132,15132,14828,0,0,184,0,120,0,0,9508,7124,2384,0,0,0,24640,184,0,0,0,184,0,184,0,0,0,24336,7124,7124,0,17212,0,2384,14828,0,0,0,0,120,120,0,0,-184,0,0,0,0,0,0,0,0,0,-184,0,-9204,8008,-17212,9508,-120
1981:Q4,25176,0,0,0,0,0,0,15412,15412,15012,0,0,280,0,120,0,0,9764,7368,2396,0,0,0,25176,280,0,0,0,280,0,280,0,0,0,24776,7368,7368,0,17408,0,2396,15012,0,0,0,0,120,120,0,0,-280,0,0,0,0,0,0,0,0,0,-280,0,-9364,8044,-17408,9764,-120
1982:Q1,25712,0,0,0,0,0,0,14236,14236,13852,0,0,264,0,120,0,0,11476,9028,2448,0,0,0,25712,264,0,0,0,264,0,264,0,0,0,25328,9028,9028,0,16300,0,2448,13852,0,0,0,0,120,120,0,0,-264,0,0,0,0,0,0,0,0,0,-264,0,-11092,5208,-16300,11476,-120
1982:Q2,25244,0,0,0,0,0,0,14908,14908,14552,0,0,240,0,116,0,0,10336,7756,2580,0,0,0,25244,240,0,0,0,240,0,240,0,0,0,24888,7756,7756,0,17132,0,2580,14552,0,0,0,0,116,116,0,0,-240,0,0,0,0,0,0,0,0,0,-240,0,-9980,7152,-17132,10336,-116
1982:Q3,24820,0,0,0,0,0,0,14816,14816,14544,0,0,164,0,108,0,0,10004,7328,2676,0,0,0,24820,164,0,0,0,164,0,164,0,0,0,24548,7328,7328,0,17220,0,2676,14544,0,0,0,0,108,108,0,0,-164,0,0,0,0,0,0,0,0,0,-164,0,-9732,7488,-17220,10004,-108
1982:Q4,23316,0,0,0,0,0,0,14720,14720,14484,0,0,128,0,108,0,0,8596,5948,2648,0,0,0,23316,128,0,0,0,128,0,128,0,0,0,23080,5948,5948,0,17132,0,2648,14484,0,0,0,0,108,108,0,0,-128,0,0,0,0,0,0,0,0,0,-128,0,-8360,8772,-17132,8596,-108
1983:Q1,24356,0,0,0,0,0,0,16072,16072,15900,0,0,64,0,108,0,0,8284,5556,2728,0,0,0,24356,64,0,0,0,64,0,64,0,0,0,24184,5556,5556,0,18628,0,2728,15900,0,0,0,0,108,108,0,0,-64,0,0,0,0,0,0,0,0,0,-64,0,-8112,10516,-18628,8284,-108
1983:Q2,22776,0,0,0,0,0,0,14344,14344,14200,0,0,40,0,104,0,0,8432,5804,2628,0,0,0,22776,40,0,0,0,40,0,40,0,0,0,22632,5804,5804,0,16828,0,2628,14200,0,0,0,0,104,104,0,0,-40,0,0,0,0,0,0,0,0,0,-40,0,-8288,8540,-16828,8432,-104
1983:Q3,24920,0,0,0,0,0,0,16036,16036,15904,0,0,36,0,96,0,0,8884,6468,2416,0,0,0,24920,36,0,0,0,36,0,36,0,0,0,24788,6468,6468,0,18320,0,2416,15904,0,0,0,0,96,96,0,0,-36,0,0,0,0,0,0,0,0,0,-36,0,-8752,9568,-18320,8884,-96
1983:Q4,23436,0,0,0,0,0,0,15876,15876,15768,0,0,12,0,96,0,0,7560,5264,2296,0,0,0,23436,12,0,0,0,12,0,12,0,0,0,23328,5264,5264,0,18064,0,2296,15768,0,0,0,0,96,96,0,0,-12,0,0,0,0,0,0,0,0,0,-12,0,-7452,10612,-18064,7560,-96
1984:Q1,25372,0,0,0,0,0,0,16664,16664,16556,0,0,20,0,88,0,0,8708,6328,2380,0,0,0,25372,20,0,0,0,20,0,20,0,0,0,25264,6328,6328,0,18936,0,2380,16556,0,0,0,0,88,88,0,0,-20,0,0,0,0,0,0,0,0,0,-20,0,-8600,10336,-18936,8708,-88
1984:Q2,25544,0,0,0,0,0,0,17332,17332,17236,0,0,4,0,92,0,0,8212,5896,2316,0,0,0,25544,4,0,0,0,4,0,4,0,0,0,25448,5896,5896,0,19552,0,2316,17236,0,0,0,0,92,92,0,0,-4,0,0,0,0,0,0,0,0,0,-4,0,-8116,11436,-19552,8212,-92
1984:Q3,26388,0,0,0,0,0,0,18196,18196,18092,0,0,4,0,100,0,0,8192,5908,2284,0,0,0,26388,4,0,0,0,4,0,4,0,0,0,26284,5908,5908,0,20376,0,2284,18092,0,0,0,0,100,100,0,0,-4,0,0,0,0,0,0,0,0,0,-4,0,-8088,12288,-20376,8192,-100
1984:Q4,27268,0,0,0,0,0,0,18940,18940,18824,0,0,4,0,112,0,0,8328,5748,2580,0,0,0,27268,4,0,0,0,4,0,4,0,0,0,27152,5748,5748,0,21404,0,2580,18824,0,0,0,0,112,112,0,0,-4,0,0,0,0,0,0,0,0,0,-4,0,-8212,13192,-21404,8328,-112
1985:Q1,26086,0,0,0,0,0,0,17180,17180,17044,0,0,0,0,136,0,0,8906,6520,2386,0,0,0,26086,0,0,0,0,0,0,0,0,0,0,25950,6520,6520,0,19430,0,2386,17044,0,0,0,0,136,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8770,10660,-19430,8906,-136
1985:Q2,28165,0,0,0,0,0,0,19572,19572,19408,0,0,16,0,148,0,0,8593,6080,2513,0,0,0,28165,16,0,0,0,16,0,16,0,0,0,28001,6080,6080,0,21921,0,2513,19408,0,0,0,0,148,148,0,0,-16,0,0,0,0,0,0,0,0,0,-16,0,-8429,13492,-21921,8593,-148
1985:Q3,29550,0,0,0,0,0,0,20188,20188,20036,0,0,0,0,152,0,0,9362,6728,2634,0,0,0,29550,0,0,0,0,0,0,0,0,0,0,29398,6728,6728,0,22670,0,2634,20036,0,0,0,0,152,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9210,13460,-22670,9362,-152
1985:Q4,30195,0,0,0,0,0,0,21320,21320,21184,0,0,0,0,136,0,0,8875,6164,2711,0,0,0,30195,0,0,0,0,0,0,0,0,0,0,30059,6164,6164,0,23895,0,2711,21184,0,0,0,0,136,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8739,15156,-23895,8875,-136
1986:Q1,29346,0,0,0,0,0,0,19840,19840,19720,0,0,0,0,120,0,0,9506,6628,2878,0,0,0,29346,0,0,0,0,0,0,0,0,0,0,29226,6628,6628,0,22598,0,2878,19720,0,0,0,0,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9386,13212,-22598,9506,-120
1986:Q2,30622,0,0,0,0,0,0,20664,20664,20556,0,0,0,0,108,0,0,9958,6956,3002,0,0,0,30622,0,0,0,0,0,0,0,0,0,0,30514,6956,6956,0,23558,0,3002,20556,0,0,0,0,108,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9850,13708,-23558,9958,-108
1986:Q3,31874,0,0,0,0,0,0,21392,21392,21284,0,0,0,0,108,0,0,10482,7372,3110,0,0,0,31874,0,0,0,0,0,0,0,0,0,0,31766,7372,7372,0,24394,0,3110,21284,0,0,0,0,108,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10374,14020,-24394,10482,-108
1986:Q4,28558,0,0,0,0,0,0,18428,18428,18320,0,0,0,0,108,0,0,10130,6928,3202,0,0,0,28558,0,0,0,0,0,0,0,0,0,0,28450,6928,6928,0,21522,0,3202,18320,0,0,0,0,108,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10022,11500,-21522,10130,-108
1987:Q1,29602,0,0,0,0,0,0,18888,18888,18760,0,0,0,0,128,0,0,10714,7468,3246,0,0,0,29602,0,0,0,0,0,0,0,0,0,0,29474,7468,7468,0,22006,0,3246,18760,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10586,11420,-22006,10714,-128
1987:Q2,30267,0,0,0,0,0,0,19696,19696,19560,0,0,0,0,136,0,0,10571,7248,3323,0,0,0,30267,0,0,0,0,0,0,0,0,0,0,30131,7248,7248,0,22883,0,3323,19560,0,0,0,0,136,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10435,12448,-22883,10571,-136
1987:Q3,29890,0,0,0,0,0,0,18972,18972,18828,0,0,0,0,144,0,0,10918,7512,3406,0,0,0,29890,0,0,0,0,0,0,0,0,0,0,29746,7512,7512,0,22234,0,3406,18828,0,0,0,0,144,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10774,11460,-22234,10918,-144
1987:Q4,28941,0,0,0,0,0,0,18840,18840,18696,0,0,0,0,144,0,0,10101,6604,3497,0,0,0,28941,0,0,0,0,0,0,0,0,0,0,28797,6604,6604,0,22193,0,3497,18696,0,0,0,0,144,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9957,12236,-22193,10101,-144
1988:Q1,29692,0,0,0,0,0,0,19108,19108,18972,0,0,0,0,136,0,0,10584,7156,3428,0,0,0,29692,0,0,0,0,0,0,0,0,0,0,29556,7156,7156,0,22400,0,3428,18972,0,0,0,0,136,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10448,11952,-22400,10584,-136
1988:Q2,30352,0,0,0,0,0,0,19968,19968,19836,0,0,0,0,132,0,0,10384,6916,3468,0,0,0,30352,0,0,0,0,0,0,0,0,0,0,30220,6916,6916,0,23304,0,3468,19836,0,0,0,0,132,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10252,13052,-23304,10384,-132
1988:Q3,32226,0,0,0,0,0,0,20524,20524,20388,0,0,0,0,136,0,0,11702,8212,3490,0,0,0,32226,0,0,0,0,0,0,0,0,0,0,32090,8212,8212,0,23878,0,3490,20388,0,0,0,0,136,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11566,12312,-23878,11702,-136
1988:Q4,31202,0,0,0,0,0,0,19416,19416,19284,0,0,0,0,132,0,0,11786,8288,3498,0,0,0,31202,0,0,0,0,0,0,0,0,0,0,31070,8288,8288,0,22782,0,3498,19284,0,0,0,0,132,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11654,11128,-22782,11786,-132
1989:Q1,31873,0,0,0,0,0,0,20324,20324,20192,0,0,0,0,132,0,0,11549,8120,3429,0,0,0,31873,0,0,0,0,0,0,0,0,0,0,31741,8120,8120,0,23621,0,3429,20192,0,0,0,0,132,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11417,12204,-23621,11549,-132
1989:Q2,32667,0,0,0,0,0,0,20080,20080,19936,0,0,0,0,144,0,0,12587,9116,3471,0,0,0,32667,0,0,0,0,0,0,0,0,0,0,32523,9116,9116,0,23407,0,3471,19936,0,0,0,0,144,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12443,10964,-23407,12587,-144
1989:Q3,40517,9200,9200,9200,0,0,0,18976,18976,18832,0,0,0,0,144,0,0,12341,8784,3557,0,0,0,40517,4046,134,134,0,2825,2825,0,1087,1087,0,31173,8784,8784,0,22389,0,3557,18832,0,5154,5154,0,144,144,0,0,5154,9066,9066,0,0,0,0,0,0,0,-2825,-1087,-12197,10192,-22389,7187,-144
1989:Q4,38527,3800,3800,3800,0,0,0,21464,21464,20492,0,0,0,0,972,0,0,13263,9576,3687,0,0,0,38527,2362,90,90,0,1910,1910,0,362,362,0,33755,9576,9576,0,24179,0,3687,20492,0,1438,1438,0,972,972,0,0,1438,3710,3710,0,0,0,0,0,0,0,-1910,-362,-12291,11888,-24179,11825,-972
1990:Q1,35879,0,0,0,0,0,0,22280,22280,21448,0,0,0,0,832,0,0,13599,9684,3915,0,0,0,35879,0,0,0,0,0,0,0,0,0,0,35047,9684,9684,0,25363,0,3915,21448,0,0,0,0,832,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12767,12596,-25363,13599,-832
1990:Q2,39066,0,0,0,0,0,0,20336,20336,20184,0,0,0,0,152,0,0,18730,14644,4086,0,0,0,39066,0,0,0,0,0,0,0,0,0,0,38914,14644,14644,0,24270,0,4086,20184,0,0,0,0,152,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18578,5692,-24270,18730,-152
1990:Q3,36230,0,0,0,0,0,0,20664,20664,20508,0,0,0,0,156,0,0,15566,11320,4246,0,0,0,36230,0,0,0,0,0,0,0,0,0,0,36074,11320,11320,0,24754,0,4246,20508,0,0,0,0,156,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15410,9344,-24754,15566,-156
1990:Q4,64665,0,0,0,0,0,0,49540,49540,21188,0,0,0,0,28352,0,0,15125,10740,4385,0,0,0,64665,0,0,0,0,0,0,0,0,0,0,36313,10740,10740,0,25573,0,4385,21188,0,0,0,0,28352,28352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13227,38800,-25573,15125,-28352
1991:Q1,41519,0,0,0,0,0,0,25992,25992,21552,0,0,0,0,4440,0,0,15527,11000,4527,0,0,0,41519,0,0,0,0,0,0,0,0,0,0,37079,11000,11000,0,26079,0,4527,21552,0,0,0,0,4440,4440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11087,14992,-26079,15527,-4440
1991:Q2,37145,0,0,0,0,0,0,22180,22180,21612,0,0,0,0,568,0,0,14965,10364,4601,0,0,0,37145,0,0,0,0,0,0,0,0,0,0,36577,10364,10364,0,26213,0,4601,21612,0,0,0,0,568,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14397,11816,-26213,14965,-568
1991:Q3,53549,0,0,0,0,0,0,37068,37068,21056,0,0,0,0,16012,0,0,16481,11848,4633,0,0,0,53549,0,0,0,0,0,0,0,0,0,0,37537,11848,11848,0,25689,0,4633,21056,0,0,0,0,16012,16012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-469,25220,-25689,16481,-16012
1991:Q4,41339,5136,5136,5136,0,0,0,20788,20788,20612,0,0,0,0,176,0,0,15415,10788,4627,0,0,0,41339,556,0,0,0,0,0,0,556,556,0,36027,10788,10788,0,25239,0,4627,20612,0,4580,4580,0,176,176,0,0,4580,5136,5136,0,0,0,0,0,0,0,0,-556,-15239,10000,-25239,10835,-176
1992:Q1,37309,0,0,0,0,0,0,21568,21568,21388,0,0,0,0,180,0,0,15741,11216,4525,0,0,0,37309,0,0,0,0,0,0,0,0,0,0,37129,11216,11216,0,25913,0,4525,21388,0,0,0,0,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15561,10352,-25913,15741,-180
1992:Q2,38149,0,0,0,0,0,0,23188,23188,22800,0,0,0,0,388,0,0,14961,10460,4501,0,0,0,38149,0,0,0,0,0,0,0,0,0,0,37761,10460,10460,0,27301,0,4501,22800,0,0,0,0,388,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14573,12728,-27301,14961,-388
1992:Q3,115433,70800,70800,70800,0,0,0,22460,22460,22288,0,0,0,0,172,0,0,16033,11532,4501,6140,6140,0,115433,36480,1360,1360,0,27820,27820,0,7300,7300,0,38321,11532,11532,0,26789,0,4501,22288,0,40460,40460,0,172,172,0,0,34320,69440,69440,0,0,0,0,0,0,0,-27820,-7300,-15861,10928,-26789,-24427,5968
1992:Q4,39681,0,0,0,0,0,0,23236,23236,23064,0,0,0,0,172,0,0,16445,11916,4529,0,0,0,39681,0,0,0,0,0,0,0,0,0,0,39509,11916,11916,0,27593,0,4529,23064,0,0,0,0,172,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16273,11320,-27593,16445,-172
1993:Q1,47992,7074,7074,7074,0,0,0,24380,24380,21784,0,0,0,0,2596,0,0,16538,11936,4602,0,0,0,47992,3214,96,96,0,1919,1919,0,1199,1199,0,38322,11936,11936,0,26386,0,4602,21784,0,3860,3860,0,2596,2596,0,0,3860,6978,6978,0,0,0,0,0,0,0,-1919,-1199,-13942,12444,-26386,12678,-2596
1993:Q2,39941,0,0,0,0,0,0,22632,22632,22472,0,0,0,0,160,0,0,17309,12628,4681,0,0,0,39941,0,0,0,0,0,0,0,0,0,0,39781,12628,12628,0,27153,0,4681,22472,0,0,0,0,160,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17149,10004,-27153,17309,-160
1993:Q3,44082,1240,1240,1240,0,0,0,25284,25284,24884,0,0,0,0,400,0,0,17558,12784,4774,0,0,0,44082,770,24,24,0,492,492,0,254,254,0,42442,12784,12784,0,29658,0,4774,24884,0,470,470,0,400,400,0,0,470,1216,1216,0,0,0,0,0,0,0,-492,-254,-17158,12500,-29658,17088,-400
1993:Q4,44063,0,0,0,0,0,0,24920,24920,24764,0,0,0,0,156,0,0,19143,14264,4879,0,0,0,44063,0,0,0,0,0,0,0,0,0,0,43907,14264,14264,0,29643,0,4879,24764,0,0,0,0,156,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18987,10656,-29643,19143,-156
1994:Q1,94193,50040,50040,50040,0,0,0,23772,23772,23632,0,0,0,0,140,0,0,20381,15332,5049,0,0,0,94193,30992,1368,1368,0,13032,13032,0,16592,16592,0,44013,15332,15332,0,28681,0,5049,23632,0,19048,19048,0,140,140,0,0,19048,48672,48672,0,0,0,0,0,0,0,-13032,-16592,-20241,8440,-28681,1333,-140
1994:Q2,48845,0,0,0,0,0,0,27540,27540,23952,0,0,0,0,3588,0,0,21305,16184,5121,0,0,0,48845,0,0,0,0,0,0,0,0,0,0,45257,16184,16184,0,29073,0,5121,23952,0,0,0,0,3588,3588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17717,11356,-29073,21305,-3588
1994:Q3,45835,0,0,0,0,0,0,26200,26200,25152,0,0,0,0,1048,0,0,19635,14480,5155,0,0,0,45835,0,0,0,0,0,0,0,0,0,0,44787,14480,14480,0,30307,0,5155,25152,0,0,0,0,1048,1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18587,11720,-30307,19635,-1048
1994:Q4,46267,0,0,0,0,0,0,26676,26676,26476,0,0,0,0,200,0,0,19591,14436,5155,0,0,0,46267,0,0,0,0,0,0,0,0,0,0,46067,14436,14436,0,31631,0,5155,26476,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19391,12240,-31631,19591,-200
1995:Q1,47269,0,0,0,0,0,0,27948,27948,27744,0,0,0,0,204,0,0,19321,14280,5041,0,0,0,47269,0,0,0,0,0,0,0,0,0,0,47065,14280,14280,0,32785,0,5041,27744,0,0,0,0,204,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19117,13668,-32785,19321,-204
1995:Q2,47291,0,0,0,0,0,0,28236,28236,28028,0,0,0,0,208,0,0,19055,14008,5047,0,0,0,47291,0,0,0,0,0,0,0,0,0,0,47083,14008,14008,0,33075,0,5047,28028,0,0,0,0,208,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18847,14228,-33075,19055,-208
1995:Q3,49024,0,0,0,0,0,0,28420,28420,26448,0,0,0,0,1972,0,0,20604,15512,5092,0,0,0,49024,0,0,0,0,0,0,0,0,0,0,47052,15512,15512,0,31540,0,5092,26448,0,0,0,0,1972,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18632,12908,-31540,20604,-1972
1995:Q4,55972,7800,7800,7800,0,0,0,26996,26996,26816,0,0,0,0,180,0,0,21176,15992,5184,0,0,0,55972,3273,80,80,0,1776,1776,0,1417,1417,0,47992,15992,15992,0,32000,0,5184,26816,0,4527,4527,0,180,180,0,0,4527,7720,7720,0,0,0,0,0,0,0,-1776,-1417,-20996,11004,-32000,16649,-180
1996:Q1,50899,0,0,0,0,0,0,29344,29344,29136,0,0,0,0,208,0,0,21555,16192,5363,0,0,0,50899,0,0,0,0,0,0,0,0,0,0,50691,16192,16192,0,34499,0,5363,29136,0,0,0,0,208,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21347,13152,-34499,21555,-208
1996:Q2,51068,0,0,0,0,0,0,28100,28100,27904,0,0,0,0,196,0,0,22968,17444,5524,0,0,0,51068,0,0,0,0,0,0,0,0,0,0,50872,17444,17444,0,33428,0,5524,27904,0,0,0,0,196,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22772,10656,-33428,22968,-196
1996:Q3,51447,0,0,0,0,0,0,27312,27312,27116,0,0,0,0,196,0,0,24135,18432,5703,0,0,0,51447,0,0,0,0,0,0,0,0,0,0,51251,18432,18432,0,32819,0,5703,27116,0,0,0,0,196,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23939,8880,-32819,24135,-196
1996:Q4,52706,0,0,0,0,0,0,28924,28924,28720,0,0,0,0,204,0,0,23782,17888,5894,0,0,0,52706,0,0,0,0,0,0,0,0,0,0,52502,17888,17888,0,34614,0,5894,28720,0,0,0,0,204,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23578,11036,-34614,23782,-204
1997:Q1,54299,0,0,0,0,0,0,28620,28620,28400,0,0,0,0,220,0,0,25679,19584,6095,0,0,0,54299,0,0,0,0,0,0,0,0,0,0,54079,19584,19584,0,34495,0,6095,28400,0,0,0,0,220,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25459,9036,-34495,25679,-220
1997:Q2,55840,0,0,0,0,0,0,29516,29516,29016,0,0,0,0,500,0,0,26324,20020,6304,0,0,0,55840,0,0,0,0,0,0,0,0,0,0,55340,20020,20020,0,35320,0,6304,29016,0,0,0,0,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25824,9496,-35320,26324,-500
1997:Q3,57199,0,0,0,0,0,0,29684,29684,29084,0,0,0,0,600,0,0,27515,21000,6515,0,0,0,57199,0,0,0,0,0,0,0,0,0,0,56599,21000,21000,0,35599,0,6515,29084,0,0,0,0,600,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26915,8684,-35599,27515,-600
1997:Q4,57414,0,0,0,0,0,0,29036,29036,28744,0,0,0,0,292,0,0,28378,21652,6726,0,0,0,57414,0,0,0,0,0,0,0,0,0,0,57122,21652,21652,0,35470,0,6726,28744,0,0,0,0,292,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28086,7384,-35470,28378,-292
1998:Q1,57860,0,0,0,0,0,0,27280,27280,27052,0,0,0,0,228,0,0,30580,23672,6908,0,0,0,57860,0,0,0,0,0,0,0,0,0,0,57632,23672,23672,0,33960,0,6908,27052,0,0,0,0,228,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30352,3608,-33960,30580,-228
1998:Q2,59675,0,0,0,0,0,0,27548,27548,27336,0,0,0,0,212,0,0,32127,25016,7111,0,0,0,59675,0,0,0,0,0,0,0,0,0,0,59463,25016,25016,0,34447,0,7111,27336,0,0,0,0,212,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31915,2532,-34447,32127,-212
1998:Q3,62211,0,0,0,0,0,0,29392,29392,29104,0,0,0,0,288,0,0,32819,25484,7335,0,0,0,62211,0,0,0,0,0,0,0,0,0,0,61923,25484,25484,0,36439,0,7335,29104,0,0,0,0,288,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32531,3908,-36439,32819,-288
