date,FL154090005.A,FL144090005.A,FL314090005.A,FL214090005.A,FL384090005.A,FL794090005.A,FL264090005.A,FL894090005.A,FL907005015.A,FL154190005.A,FL144194005.A,FL314190005.A,FL214190005.A,FL384194005.A,FL794194005.A,FL264194005.A,FL894194005.A,FL154190005.A,FL144190005.A,FL314190005.A,FL214190005.A,FL384190005.A,FL794190005.A,FL264190005.A,FL894190005.A,FL313011005.A,FL313111303.A,FL313011005.A,FL313111303.A,FL713011005.A,FL263011005.A,FL263111005.A,FL893011005.A,FL893111005.A,FL903011005.A,FL713014003.A,FL713014003.A,FL713014003.A,FL713014003.A,FL713014003.A,FL313112003.A,FL313112003.A,FL713012003.A,FL713012003.A,FL313112003.A,FL903012005.A,FL153091003.A,FL103091003.A,FL383091005.A,FL633091003.A,FL263191005.A,FL893091005.A,FL263191005.A,FL903091005.A,FL794010005.A,FL794110005.A,FL264016005.A,FL894010005.A,FL794110005.A,FL904010005.A,FL153020005.A,FL143020005.A,FL313020005.A,FL213020005.A,FL383020005.A,FL793020005.A,FL793120005.A,FL263020005.A,FL893020005.A,FL793120005.A,FL903020005.A,FL153030005.A,FL143030005.A,FL313030003.A,FL213030000.A,FL383030005.A,FL793030005.A,FL703130005.A,FL263030005.A,FL703130005.A,FL703130005.A,FL153034005.A,FL143034005.A,FL213034003.A,FL383034005.A,FL793034005.A,FL634090005.A,FL263034003.A,FL634090005.A,FL634090005.A,FL102051003.A,FL212051003.A,FL382051005.A,FL792050005.A,FL792150005.A,FL262051005.A,FL262151003.A,FL892050005.A,FL892150005.A,FL902050005.A,FL154022005.A,FL163162003.A,FL144022005.A,FL104122005.A,FL314022005.A,FL314122005.A,FL214022005.A,FL213162005.A,FL384022005.A,FL384122005.A,FL794022005.A,FL794122005.A,FL264022005.A,FL264122005.A,FL894022005.A,FL894122005.A,FL904022005.A,FL103069100.A,FL103169100.A,FL213069103.A,FL383069105.A,FL103169100.A,FL793069175.A,FL793169175.A,FL263069103.A,FL263169105.A,FL893169175.A,FL893169175.A,FL153061105.A,FL143061105.A,FL313161105.A,FL213061105.A,FL383061105.A,FL313161105.A,FL793061105.A,FL263061105.A,FL893061105.A,FL313161105.A,FL903061103.A,FL153061705.A,FL103061703.A,FL313061703.A,FL313161705.A,FL213061703.A,FL383061705.A,FL313161705.A,FL793061705.A,FL423161705.A,FL263061705.A,FL893061705.A,FL893161705.A,FL903061703.A,FL153062005.A,FL163162003.A,FL143062005.A,FL103162000.A,FL213062003.A,FL213162005.A,FL383062005.A,FL383162005.A,FL793062005.A,FL263062003.A,FL893062005.A,FL383162005.A,FL903062003.A,FL153063005.A,FL103163003.A,FL313063763.A,FL213063003.A,FL383063005.A,FL103163003.A,FL793063005.A,FL793163005.A,FL263063005.A,FL263163005.A,FL893063005.A,FL893163005.A,FL903063003.A,FL154023005.A,FL154123005.A,FL144023005.A,FL144123005.A,FL314023005.A,FL314123005.A,FL213065005.A,FL213169203.A,FL384023005.A,FL384123005.A,FL794023005.A,FL794123005.A,FL263069500.A,FL264123005.A,FL894123005.A,FL894123005.A,FL153168005.A,FL143168005.A,FL383168005.A,FL793068005.A,FL793168005.A,FL263168005.A,FL793068005.A,FL793068005.A,FL153069005.A,FL153169005.A,FL143169005.A,FL313069005.A,FL313169003.A,FL213169203.A,FL383069005.A,FL383169005.A,FL793069005.A,FL793169005.A,FL263069500.A,FL263169005.A,FL893169005.A,FL893169005.A,FL153065005.A,FL153165005.A,FL143065005.A,FL143165005.A,FL313065005.A,FL313165403.A,FL213065005.A,FL383065005.A,FL383165005.A,FL793065005.A,FL123165005.A,FL893065005.A,FL893065005.A,FL163066223.A,FL153166000.A,FL143066005.A,FL313066220.A,FL383066005.A,FL153166000.A,FL793066005.A,FL153166000.A,FL153166000.A,FL153064105.A,LM103064103.A,LM103164103.A,FL313064105.A,FL213064103.A,FL383064105.A,FL103164103.A,FL793064105.A,FL793164105.A,FL263064105.A,FL263164100.A,FL893064105.A,FL893064105.A,FL153064205.A,FL103064203.A,FL213064203.A,FL383064205.A,FL793064205.A,FL653164205.A,FL263064203.A,FL653164205.A,FL653164205.A,FL163070005.A,FL163170005.A,FL143070005.A,FL143170005.A,FL313070000.A,FL313170005.A,FL213070003.A,FL213170003.A,FL383070005.A,FL383170005.A,FL793070005.A,FL793170005.A,FL263070005.A,FL263170005.A,FL893070005.A,FL893170005.A,FL903070005.A,FL153040005.A,FL313140003.A,FL153040005.A,FL313140003.A,FL793040005.A,FL543140005.A,FL543141905.A,FL263140005.A,FL893140005.A,FL893140005.A,FL153050005.A,FL153050005.A,FL543050005.A,FL583150005.A,FL543151905.A,FL263150005.A,FL893150005.A,FL893150005.A,FL143178005.A,FL313078000.A,FL213078005.A,FL383078005.A,FL143178005.A,FL793178005.A,FL893078005.A,FL893178005.A,FL903078005.A,FL152090205.A,FL112090205.A,FL152090205.A,FL112090205.A,FL662090003.A,FL152090205.A,FL152090205.A,FL103092305.A,FL103092305.A,FL793092305.A,FL263192305.A,FL263192305.A,FL263192305.A,FL103092105.A,FL103092105.A,FL793092105.A,FL263192101.A,FL263192101.A,FL263192101.A,FL143192305.A,FL143192305.A,FL793192305.A,FL263092303.A,FL263092303.A,FL263092303.A,FL143192105.A,FL143192105.A,FL793192105.A,FL263092101.A,FL263092101.A,FL263092101.A,FL153090005.A,FL543077073.A,FL143090005.A,FL143190005.A,FL313090005.A,FL313190005.A,FL213093003.A,FL223073045.A,FL383090005.A,FL383190005.A,FL793090005.A,FL793190005.A,FL263076005.A,FL263190005.A,FL893090005.A,FL893190005.A,FL903090005.A
1977,5146009,1074638,152694,211047,6584388,4057406,291562,10933356,200483,986885,4067434,1138743,547608,6740670,3983933,409235,11133838,986885,1766439,1138743,547608,4439675,3885200,162617,8487492,7605,2787,7605,2787,11714,2787,7600,22106,10387,-11719,1250,1250,1250,1250,1250,8909,8909,11331,11331,8909,-2422,0,5686,5686,0,8756,5686,8756,3070,44867,-4330,-28851,16016,-4330,-20346,184665,95671,14626,13740,308702,13730,386279,31971,354403,386279,31876,953646,47583,878,57182,1059289,27993,1116191,28909,1116191,1116191,3197,200,0,3397,490,3887,0,3887,3887,2115,-1970,145,83761,102149,300,0,84206,102149,17943,274077,8100,35400,329676,0,621737,95988,248143,405465,1207656,1006244,297997,134492,41176,1546201,1546829,628,9390,12808,0,9390,12808,74399,75134,6000,1847,89789,89789,104849,18968,614181,61363,185180,614181,320655,108654,614489,614181,-308,8260,2672,0,7556,26705,37637,7556,110112,145000,4695,152444,152556,112,78817,8100,4370,17377,7920,248143,91107,273620,182427,86,273620,273620,0,82151,299491,0,0,82151,299491,318651,77863,15057,39329,415859,416683,824,60722,958409,45449,720457,103554,869,14617,8022,224342,1687757,1598915,64901,645,71244,1823902,1823902,24474,224205,248679,301003,37059,15265,301003,301003,5344,49728,119033,79809,0,8022,85153,176783,172996,26032,645,55979,258794,258794,55378,619315,19091,377219,23745,869,14617,112831,997403,886382,1810,999213,999213,0,264892,26358,0,26358,264892,238534,264892,264892,558936,72035,819054,0,0,630971,819054,246479,93415,45129,10110,922579,922579,40355,790,0,41145,4346,45491,0,45491,45491,0,11092,366382,262084,6187,21125,19261,45629,391830,339930,10176,1100,20767,11550,422773,352580,-70193,187791,11422,187791,11422,0,176369,0,0,187791,187791,1382302,1382302,0,1382302,0,0,1382302,1382302,38005,13044,12242,25286,38005,3884,25286,41889,16603,1443281,1441570,1443281,1441570,1711,1443281,1443281,11302,11302,489,11791,11791,11791,224410,224410,12098,236508,236508,236508,10497,10497,937,11434,11434,11434,40372,40372,3607,43979,43979,43979,57037,9284,167615,405720,6800,470644,-13,245814,231439,1131462,983523,308043,0,10500,1214962,1450005,235043
1978,5699478,1231122,180237,265071,7375908,4576983,339210,12292101,281554,1150252,4609571,1238549,609441,7607813,4488922,476919,12573654,1150252,2029719,1238549,609441,5027961,4380628,191762,9600351,5402,2989,5402,2989,13248,2989,6979,21639,9968,-11671,1300,1300,1300,1300,1300,9383,9383,11831,11831,9383,-2448,0,8317,8317,0,17131,8317,17131,8814,54381,843,-32951,21430,843,-20587,201337,105242,18652,13812,339043,14920,418994,33962,387925,418994,31069,1046005,53704,942,65266,1165917,38318,1237393,33158,1237393,1237393,8928,610,0,9538,1270,10808,0,10808,10808,2509,2158,4667,91989,116893,2426,0,99082,116893,17811,300508,10700,35150,361147,0,681346,130413,289135,466071,1342328,1115645,355883,160557,47544,1742273,1745755,3482,9512,15499,0,9512,15499,91479,89077,6465,2880,107456,107456,109094,18254,675125,83680,211028,675125,329981,132901,673910,675125,1215,9657,2773,0,6221,39495,51925,6221,130551,181673,5165,187641,187894,253,104168,10700,4611,25041,7238,289135,116017,324876,208659,200,324876,324876,0,77589,320607,0,0,77589,320607,354975,85133,15826,44664,448390,450404,2014,73592,1117324,51609,823115,120341,772,17116,6466,262658,1947677,1852543,83759,901,84666,2116102,2116102,24471,259524,283995,345295,37067,24233,345295,345295,11147,55754,141443,92375,0,6466,103522,203663,204405,44732,901,60433,308828,308828,62445,725794,23653,422148,27966,772,17116,131180,1148714,1019494,1960,1150674,1150674,0,311305,27956,0,27956,311305,283349,311305,311305,567785,72345,856213,0,0,640130,856213,281630,102170,47859,11236,969619,969619,41080,618,0,41698,4352,46050,0,46050,46050,0,11879,433299,310446,8912,25524,22572,50326,464783,398175,11656,1190,21333,11357,497772,410722,-87050,199349,12112,199349,12112,0,187237,0,0,199349,199349,1521778,1521778,0,1521778,0,0,1521778,1521778,44006,18204,13603,31807,44006,4839,31807,48845,17038,1675021,1673048,1675021,1673048,1973,1675021,1675021,13023,13023,567,13590,13590,13590,259898,259898,14023,273921,273921,273921,13154,13154,1079,14233,14233,14233,50592,50592,4151,54743,54743,54743,64095,10349,194798,477851,7784,505123,131,263514,266808,1256837,1069310,393882,0,10495,1336118,1661214,325096
1979,6463464,1431027,205375,307914,8407781,5151961,389887,13949629,391980,1321228,5399237,1322747,671381,8714593,5058225,568791,14341609,1321228,2378787,1322747,671381,5694143,4931694,230766,10856603,5328,4173,5328,4173,13628,4173,7784,23129,11957,-11172,1800,1800,1800,1800,1800,10493,10493,13091,13091,10493,-2598,0,10080,10080,5109,26913,15189,26913,11724,56501,22089,-10253,46248,22089,-24159,221039,114183,19183,13611,368016,16725,455847,40087,424828,455847,31019,1112502,61683,1007,64251,1239443,52085,1327119,35591,1327119,1327119,39459,3000,0,42459,2755,45214,0,45214,45214,3116,11781,14897,122707,148162,4113,0,141717,148162,6445,370824,13600,32121,397461,0,725255,151605,315554,554550,1451870,1240543,438287,146615,55066,1941708,1945223,3515,9586,24518,0,9586,24518,126987,115914,8412,4553,144985,144985,156100,16277,720317,85460,257837,720317,346739,115958,720534,720317,-217,12405,1800,0,4938,59357,73562,4938,155713,230300,5868,235143,235238,95,123569,13600,4458,35028,6788,315554,134815,364182,229035,332,364182,364182,0,78750,337915,0,0,78750,337915,382069,92073,16045,50513,476864,480501,3637,86010,1283309,58985,946328,141523,654,23575,6662,310093,2236953,2124252,99777,2888,100503,2437233,2437233,22486,306134,328620,400076,40084,31372,400076,400076,14399,61871,170105,106956,0,6662,121355,238638,241268,57742,2888,69131,365511,365511,71611,844336,29804,470089,34567,654,23575,159557,1315079,1157473,1951,1317030,1317030,0,354616,29181,0,29181,354616,325435,354616,354616,684584,83307,1014625,0,0,767891,1014625,323928,117825,55434,14803,1147253,1147253,38388,1060,0,39448,12341,51789,0,51789,51789,0,12627,509809,374263,11313,27767,26463,55615,547585,470272,13591,1340,22660,12901,583836,484513,-99323,210280,12630,210280,12630,0,197650,0,0,210280,210280,1684319,1684319,0,1684319,0,0,1684319,1684319,53781,18678,16440,35118,53781,4986,35118,58767,23649,1944230,1941536,1944230,1941536,2694,1944230,1944230,16695,16695,661,17356,17356,17356,306867,306867,16355,323222,323222,323222,16715,16715,1563,18278,18278,18278,64289,64289,6012,70301,70301,70301,71830,11692,230121,590239,8343,539975,188,293550,310482,1435456,1135889,453552,0,10243,1446371,1899251,452880
1980,7357535,1611722,235618,334784,9539659,5733334,452535,15725528,459750,1446947,6302284,1448567,693692,9891490,5627211,666577,16185278,1446947,2679135,1448567,693692,6268341,5485832,274667,12028840,10550,5155,10550,5155,16206,5155,15596,31911,20751,-11160,2518,2518,2518,2518,2518,11057,11057,13832,13832,11057,-2775,0,9696,9696,6769,31392,16465,31392,14927,53560,-17998,-39403,14157,-17998,-32155,238699,116601,16176,13041,384517,17431,477520,42877,444825,477520,32695,1233681,69253,797,62510,1366241,67263,1470070,36566,1470070,1470070,64366,6993,0,71359,5056,76415,0,76415,76415,3887,16997,20884,149351,179104,4395,0,174630,179104,4474,391446,16700,36960,439488,0,811634,160051,336848,588457,1604670,1406644,505007,165281,59098,2160382,2168775,8393,9132,28026,0,9132,28026,145354,128839,9334,6955,163820,163820,173142,16261,807189,93322,282725,807189,396289,127449,806463,807189,726,18565,2205,0,4445,59721,80491,4445,189331,273885,8473,278295,278330,35,129980,16700,9362,45892,7008,336848,146350,399440,252551,467,399368,399440,72,69759,365570,0,0,69759,365570,423119,102283,19558,52143,512436,519996,7560,109476,1403502,69162,1035185,165553,550,33357,7586,377548,2446823,2296641,115145,4502,116723,2678691,2678691,23844,336189,360033,437838,39331,38474,437838,437838,22221,76832,188410,123480,0,7586,145701,272828,274778,73904,4502,78249,424981,424981,87255,944782,39611,510586,42073,550,33357,202296,1455918,1255532,1910,1457828,1457828,0,358044,29551,0,29551,358044,328493,358044,358044,896593,113879,1346332,0,0,1010472,1346332,409866,129662,74586,18930,1494924,1494924,52060,1507,0,53567,16828,70395,0,70395,70395,0,13806,561845,409101,15091,30033,29217,61506,606153,514446,15575,1700,31471,14720,653199,530866,-122333,220528,13195,220528,13195,0,207333,0,0,220528,220528,1884123,1884123,0,1884123,0,0,1884123,1884123,59192,17413,19489,36902,59192,5221,36902,64413,27511,2187657,2185485,2187657,2185485,2172,2187657,2187657,22308,22308,776,23084,23084,23084,353802,353802,19178,372980,372980,372980,23746,23746,2482,26228,26228,26228,91332,91332,9545,100877,100877,100877,78906,12939,245829,712423,10038,574425,122,287752,334895,1587539,1235840,509315,0,14054,1570735,2110908,540173
1981,7894813,1838133,252011,365008,10349965,6394992,493415,17238372,458992,1556065,6717129,1581573,769369,10624136,6315648,757580,17697364,1556065,3029581,1581573,769369,6936588,6161637,349169,13447394,13834,5703,13834,5703,16241,5703,18924,35778,24627,-11151,3318,3318,3318,3318,3318,11502,11502,14482,14482,11502,-2980,0,12386,12386,18846,41811,31232,41811,10579,47236,-49281,-61933,-14697,-49281,-34584,284890,97936,17367,11588,411781,17382,505546,40651,469814,505546,35732,1323721,80671,655,64878,1469925,99865,1608628,38838,1608628,1608628,154610,18416,0,173026,13279,186305,0,186305,186305,1784,13661,15445,206699,250633,4404,0,226548,250633,24085,416425,21100,46534,492376,0,907217,184539,363230,647498,1783923,1604591,589623,181556,72027,2433645,2445573,11928,8199,42722,0,8199,42722,198830,161519,8041,10829,215070,215070,168182,21950,903113,108315,298447,903113,468581,135509,902537,903113,576,14503,5779,0,4104,69085,89367,4104,224089,319417,10344,323800,323521,-279,159290,21100,10606,59323,7139,363230,177035,443653,265039,600,442674,443653,979,74450,390331,0,0,74450,390331,448052,108687,27062,61198,549564,560216,10652,119766,1505467,86592,1166081,189833,441,41039,8824,437230,2680813,2512627,133958,15400,150486,2965257,2965257,26284,379881,406165,510908,43875,60868,510908,510908,18359,83987,226381,142821,0,8824,161180,319192,320383,88153,15400,89618,496963,496963,101407,1017314,56245,559819,47012,441,41039,245703,1577574,1333801,1930,1579504,1579504,0,377882,30347,0,30347,377882,347535,377882,377882,796146,109002,1225445,0,0,905148,1225445,402197,140116,74683,16467,1382028,1382028,52640,1624,0,54264,14570,68834,0,68834,68834,0,14776,611151,442051,17633,30572,31551,67828,660335,555227,18117,2100,29490,15043,707942,572370,-135572,230103,13833,230103,13833,0,216270,0,0,230103,230103,2084376,2084376,0,2084376,0,0,2084376,2084376,53608,1778,17547,19325,53608,4464,19325,58072,38747,2345345,2343154,2345345,2343154,2191,2345345,2345345,28894,28894,915,29809,29809,29809,369351,369351,22593,391944,391944,391944,30927,30927,3043,33970,33970,33970,118949,118949,11704,130653,130653,130653,86791,14722,373792,844538,10911,608987,205,329487,471699,1797734,1382034,557138,0,21069,1853733,2375941,522208
1982,8559081,1960480,285617,399641,11204819,7082748,454147,18741715,325953,1629030,7143438,1797247,847018,11416733,6999186,651748,19067667,1629030,3282096,1797247,847018,7555391,6827816,406937,14790145,17076,5405,17076,5405,16882,5405,22810,39363,28215,-11148,4618,4618,4618,4618,4618,11859,11859,15043,15043,11859,-3184,2427,10063,12490,23759,49522,36249,49522,13273,49497,-116301,-134700,-85203,-116301,-31098,305157,112027,24513,10390,452087,18228,543309,39458,509773,543309,33536,1494909,91673,1127,70885,1658594,113469,1821274,49211,1821274,1821274,186712,19031,0,205743,14185,219928,0,219928,219928,2435,16086,18521,227107,285813,5986,0,251614,285813,34199,479836,29600,47703,533077,0,1080707,203835,403983,731374,2047367,1867881,682031,219806,87367,2819061,2816765,-2296,7948,37614,0,7948,37614,212566,174175,6329,15054,226843,226843,187493,24255,1077356,126272,338020,1077356,591020,150687,1079727,1077356,-2371,14634,3322,0,3351,70180,88136,3351,289403,383892,10914,388453,387243,-1210,201436,29600,12178,74466,7383,403983,220997,508049,286705,733,508435,508049,-386,76273,420997,0,0,76273,420997,488187,123964,51143,72313,615603,617274,1671,134201,1568308,93994,1274511,206050,322,46278,9791,480523,2852932,2673535,141394,20144,179876,3174202,3174202,26881,433172,460053,582053,45037,76963,582053,582053,23313,92616,234507,156674,0,9791,179987,336914,334010,94314,20144,102913,534141,534141,110888,1052093,63207,606832,49376,322,46278,269749,1659247,1391541,2043,1661290,1661290,0,396718,30787,0,30787,396718,365931,396718,396718,837646,128675,1386269,0,0,966321,1386269,507840,158774,88324,17442,1562485,1562485,65110,3070,0,68180,20173,88353,0,88353,88353,0,15607,614124,457218,22425,35325,32899,74509,669448,582659,20242,2600,30085,11041,719775,596300,-123475,237912,14679,237912,14679,0,223233,0,0,237912,237912,2331384,2331384,0,2331384,0,0,2331384,2331384,50820,2283,19072,21355,50820,4856,21355,55676,34321,2388477,2385483,2388477,2385483,2994,2388477,2388477,31897,31897,-54,31843,31843,31843,210743,210743,16626,227369,227369,227369,28211,28211,3025,31236,31236,31236,89590,89590,9602,99192,99192,99192,95310,15515,595045,938259,12143,644332,196,358735,702694,1956841,1493717,596917,0,24478,2196411,2578236,381825
1983,9324212,2167004,295757,449114,12236087,7888048,543028,20667164,442455,1793755,7704227,2038615,908307,12444904,7857364,807350,21109618,1793755,3523869,2038615,908307,8264546,7642074,495397,16402017,18986,5130,18986,5130,14761,5130,22626,38877,27756,-11121,4618,4618,4618,4618,4618,12327,12327,15732,15732,12327,-3405,6937,14393,21330,21911,141573,43241,141573,98332,44950,-106520,-104597,-59647,-106520,-46873,315392,142066,16444,10129,484031,16046,582771,45145,545222,582771,37549,1709133,101674,676,67418,1878901,117613,2031996,35482,2031996,2031996,149944,11153,0,161097,18370,179467,0,179467,179467,3248,32665,35913,250145,315712,6659,0,292717,315712,22995,561831,41000,70810,567652,0,1280539,228232,450209,860873,2339400,2114010,788953,237441,84633,3212324,3212986,662,12188,36775,0,12188,36775,234474,195463,7116,21540,253778,253778,229992,36167,1277228,149223,415382,1277228,697596,163562,1276540,1277228,688,15982,4187,0,3311,70054,90223,3311,354956,451587,11183,456362,454898,-1464,246846,41000,18268,83897,7955,450209,273069,575106,301369,867,575305,575106,-199,69011,446980,0,1000,70011,446980,525615,141903,54713,63093,650339,651976,1637,133886,1718608,104711,1428571,214814,241,54164,10900,507575,3158320,2947410,142182,25890,180373,3480875,3480875,25965,464275,490240,615569,51125,74204,615569,615569,22573,102953,260772,164218,0,10900,186791,374625,357102,88989,25890,106169,569783,569783,111313,1144812,69346,703524,50596,241,54164,285419,1848577,1565226,2068,1850645,1850645,0,444878,35365,0,35365,444878,409513,444878,444878,929300,159277,1630197,0,0,1088577,1630197,657834,199615,109555,26154,1855966,1855966,98040,4501,0,102541,24432,126973,0,126973,126973,0,18048,678921,464977,26191,40336,34398,81623,739510,604984,22899,5086,29005,11131,791414,621201,-170213,246680,15637,246680,15637,0,231043,0,0,246680,246680,2614619,2614619,0,2614619,0,0,2614619,2614619,55727,5120,21814,26934,55727,4626,26934,60353,33419,2446913,2443271,2446913,2443271,3642,2446913,2446913,26988,26988,-925,26063,26063,26063,262731,262731,23068,285799,285799,285799,30913,30913,3482,34395,34395,34395,106890,106890,12033,118923,118923,118923,111538,16099,586531,976029,13526,679787,294,365575,711889,2037490,1595174,721684,0,28998,2307062,2788172,481110
1984,9921754,2467777,331426,520672,13241629,8987328,623582,22852539,271497,2013977,8082691,2300371,978672,13375711,8917553,830772,23124036,2013977,3972146,2300371,978672,9265166,8689301,515791,18470257,20307,4803,20307,4803,14627,4803,23838,39737,28641,-11096,4618,4618,4618,4618,4618,12880,12880,16418,16418,12880,-3538,6902,13284,20186,21197,139968,41383,139968,98585,50524,-104529,-127353,-76829,-104529,-27701,327378,160237,21828,15759,525202,18803,629686,49641,593646,629686,36040,1954344,104224,1208,70822,2130598,125222,2295945,40125,2295945,2295945,194318,16062,0,210380,23174,233554,0,233554,233554,3919,53122,57041,325302,399322,6758,0,389101,399322,10222,645712,51171,79492,657987,0,1496316,254581,494993,979785,2700467,2451871,933731,293903,86615,3725559,3720813,-4746,9742,58490,0,9742,58490,287632,223490,8327,23721,305701,305701,279888,41948,1493072,165993,487829,1493072,807346,200289,1495464,1493072,-2392,28852,5319,0,3244,74572,108743,3244,410059,526197,11969,530771,529441,-1330,291045,51171,22483,104439,9016,494993,322544,650603,327883,1000,651427,650603,-824,45927,495058,0,5000,50927,495058,618951,184044,72318,62894,742196,741996,-200,130906,1926507,129135,1662629,231856,141,64399,18641,556296,3607918,3374370,170767,48668,200649,3979334,3979334,19631,541260,560891,708421,57598,89932,708421,708421,27897,101644,310646,180393,0,18641,208290,430931,395380,110690,48668,110717,652338,652338,103009,1278648,90757,810723,51463,141,64399,309628,2089512,1782363,2479,2091991,2091991,0,526584,38378,0,38378,526584,488206,526584,526584,834956,175013,1553280,0,0,1009969,1553280,674344,209891,104852,25994,1789165,1789165,119018,7193,0,126211,27126,153337,0,153337,153337,0,21191,753413,504505,31273,47479,37508,89461,822194,662636,26540,5465,29808,10647,878542,678748,-199794,252717,16721,252717,16721,0,235996,0,0,252717,252717,2896256,2896256,0,2896256,0,0,2896256,2896256,60318,9726,22783,32509,60318,7779,32509,68097,35588,2445062,2441096,2445062,2441096,3966,2445062,2445062,24401,24401,-1613,22788,22788,22788,263661,263661,25326,288987,288987,288987,37203,37203,4610,41813,41813,41813,116169,116169,14395,130564,130564,130564,114184,15108,737743,1049504,15228,717413,1698,375577,868853,2157602,1809480,827382,0,31286,2678333,3016270,337937
1985,10935771,2771919,375227,701837,14784754,10356408,827806,25968968,532974,2369310,9027825,2598434,1158980,15154549,10366327,981066,26501942,2369310,4453738,2598434,1158980,10580462,10032787,532786,21146035,25129,5382,25129,5382,18062,5382,32101,48573,37483,-11090,4718,4718,4718,4718,4718,13267,13267,17052,17052,13267,-3785,7791,16023,23814,19011,148461,42825,148461,105636,58216,-67164,-89648,-31432,-67164,-35732,338859,197485,33973,17182,587499,32543,713479,54449,674491,713479,38988,2081265,109901,1248,79215,2271629,129063,2444041,43349,2444041,2444041,206063,14516,0,220579,23224,243803,0,243803,243803,3374,74128,77502,404957,470775,7517,0,489976,470775,-19201,801030,81334,86923,777480,0,1761942,381358,651111,1269311,3271867,2876391,1123671,363921,94352,4509623,4489890,-19733,10478,72207,0,10478,72207,339882,267071,8166,19248,358526,358526,291512,46856,1758725,258670,597038,1758725,945631,226392,1769061,1758725,-10336,26235,4017,0,3217,105083,135335,3217,479619,625659,17478,632432,628876,-3556,396557,81334,25572,127039,9605,651111,431734,859484,428848,1200,861782,859484,-2298,86726,578234,0,8000,94726,578234,682411,230941,110685,75104,887822,884279,-3543,165942,2248450,143501,1794510,250671,72,74207,26820,634321,4069852,3789747,214525,56021,195712,4480089,4480089,26136,585312,611448,765292,63194,90650,765292,765292,49768,122919,332083,197367,0,26820,247135,481822,432525,148797,56021,105062,735681,735681,116174,1488821,100996,877115,53304,72,74207,344681,2366008,2023861,2534,2368542,2368542,0,610574,42505,0,42505,610574,568069,610574,610574,1012735,214143,1916908,0,0,1226878,1916908,906736,309114,136791,44383,2270405,2270405,219442,10799,0,230241,42724,272965,0,272965,272965,0,24317,803140,546211,34952,58119,41283,98210,879375,726857,29610,7998,30028,9985,939013,744840,-194173,264250,17829,264250,17829,0,246421,0,0,264250,264250,3184551,3184551,0,3184551,0,0,3184551,3184551,60605,12875,26775,39650,60605,8831,39650,69436,29786,2508609,2503891,2508609,2503891,4718,2508609,2508609,20675,20675,-1441,19234,19234,19234,370692,370692,33205,403897,403897,403897,41644,41644,5355,46999,46999,46999,153289,153289,19708,172997,172997,172997,145234,15209,780748,1233288,16379,737105,7689,382839,950050,2368441,1972590,1163537,0,32941,2922640,3564919,642279
1986,12124218,2976020,389589,784607,16274434,11792293,1050754,29117481,465828,2632766,9768313,2902152,1241426,16544657,11843880,1194772,29583309,2632766,4706088,2902152,1241426,11482432,11454759,583860,23521051,28032,5993,28032,5993,20479,5993,37447,54504,43440,-11064,5018,5018,5018,5018,5018,13756,13756,17567,17567,13756,-3811,8753,19201,27954,22140,179874,50094,179874,129780,76585,-64758,-90415,-13830,-64758,-50929,456032,198348,32846,20364,707590,40740,838882,59554,807884,838882,30998,2203125,127838,1433,78130,2410526,139758,2591103,40819,2591103,2591103,246652,21344,0,267996,24156,292152,0,292152,292152,5073,78977,84050,493246,574529,10867,0,588163,574529,-13633,861078,78372,88684,885353,0,2007511,439805,724873,1389567,3696109,3422596,1431421,458734,109768,5270897,5237298,-33599,10173,62865,0,10173,62865,366693,298632,8038,23407,384904,384904,287362,51096,2003903,315727,654185,2003903,1096473,269388,2020046,2003903,-16143,28333,2360,0,3608,103663,134356,3608,653543,804601,24989,812888,808209,-4679,415426,78372,25055,117138,10415,724873,450896,920383,472197,1400,924493,920383,-4110,129957,705350,0,10000,139957,705350,833690,328188,154919,86361,1128566,1119899,-8667,171599,2513920,141843,1979329,257450,36,86005,27257,656897,4520542,4228466,252028,77617,190410,4962980,4962980,22885,651617,674502,833079,70981,87596,833079,833079,58997,132416,367221,203093,0,27257,262090,526894,468258,178257,77617,102814,807965,807965,112602,1692264,94826,960491,54357,36,86005,347790,2652791,2307791,2790,2655581,2655581,0,666355,47017,0,47017,666355,619338,666355,666355,1229639,265538,2240835,0,219,1495396,2240835,1003631,368965,183172,72399,2682199,2682199,375743,15676,0,391419,58948,450367,0,450367,450367,0,26589,816308,529417,32630,72737,42216,107724,891154,736467,35362,7632,31447,9992,957963,754091,-203872,282494,18871,282494,18871,0,263623,0,0,282494,282494,3496575,3496575,0,3496575,0,0,3496575,3496575,66053,20348,29509,49857,66053,10284,49857,76337,26480,2626877,2620479,2626877,2620479,6398,2626877,2626877,24955,24955,-720,24235,24235,24235,492660,492660,45853,538513,538513,538513,51191,51191,7106,58297,58297,58297,200911,200911,13758,214669,214669,214669,165650,13885,758553,1194745,16850,778230,9382,381572,950435,2368432,2158469,1303815,0,32134,3108903,3704381,595478
